"line-clamp-1","text-inherit href","[&>em]:bg-blue-100","line-clamp-2","text-inherit href 2","mr-1","truncate","text-xs","text-xs 2","text-xs 3"
"Text Analysis","https://rapidapi.com/healthytechguy/api/youtube-transcriber/playground","Youtube Transcriber","Extract all words from any Youtube video into a string.","https://rapidapi.com/user/healthytechguy","By Healthy Tech","Updated 5 years ago","","",""
"Text Analysis","https://rapidapi.com/nlp-town-nlp-town-default/api/multilingual-sentiment-analysis2/playground","Multilingual sentiment analysis","Classify texts by sentiment  in 11 different languages.","https://rapidapi.com/organization/nlp-town","By NLP Town","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/idfy-idfy-default/api/philippines-social-security-ocr/playground","Philippines Social Security OCR","Philippines Social Security OCR API allows you to onboard your customers with speed and precision.

Enable them to pre-fill their onboarding forms instantly, by just uploading or scanning their Social Security card – IDfy will digitize the document for you!","https://rapidapi.com/organization/idfy","By IDfy","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/yugalsharma13/api/medical-question-answering/playground","medical question answering","This api gives answers to medical queries in natural language. Top 10 answers are returned.","https://rapidapi.com/user/yugalsharma13","By Yugal Sharma","Updated 5 years ago","","578ms",""
"Text Analysis","https://rapidapi.com/mohammedalhashim595-8Uy1e0YLVaR/api/arabic-sentiment-analyse/playground","Arabic Sentiment Analyse","Arabic Sentiment Analyse for hotel reviews","https://rapidapi.com/user/mohammedalhashim595-8Uy1e0YLVaR","By Mohammed AL-Hashim","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/anonymizer/api/text-anonymizer/playground","Text Anonymizer","Anonymize your textual data by removing the named entites using a powerful AI model.","https://rapidapi.com/user/anonymizer","By anonymizer","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/idfy-idfy-default/api/gst-certificate-ocr/playground","GST certificate OCR","Extracts data from GST Certificate instantly and accurately.

IDfy’s  GST Certificate OCR API extracts data from an image of the GST Certificate. It accurately auto-fills this data in the right fields for a quicker & errorless form-filling experience.","https://rapidapi.com/organization/idfy","By IDfy","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/rchilli-inc-rchilli-inc-default/api/rchilli-resume-templater/playground","RChilli Resume Templater","RChilli Resume Templater converts any resume into a specified template format resume.","https://rapidapi.com/organization/rchilli-inc","By RChilli Inc","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/medront/api/sentimentcheck/playground","sentimentcheck","An endpoint which check the sentiment of text and article by using advanced machine learning algorithms.","https://rapidapi.com/user/medront","By medront","Updated 6 years ago","","",""
"Text Analysis","https://rapidapi.com/RajSolai/api/correctmygrammar/playground","CorrectMyGrammar","API that takes in any english sentence and returns the sentence with correct grammar","https://rapidapi.com/user/RajSolai","By Solai Raj","Updated 2 years ago","","145ms",""
"Text Analysis","https://rapidapi.com/pibals/api/opengraph/playground","Opengraph","Scraping opengraph metadata is easy with our proxies, you can scrape metadata like title, description, image, and type.","https://rapidapi.com/user/pibals","By James","Updated 5 years ago","","",""
"Text Analysis","https://rapidapi.com/BobbleAI/api/indic-language-transliteration/playground","Indic Language Transliteration","Transliteration using English characters as input to type in 23+ Indic languages.","https://rapidapi.com/user/BobbleAI","By BobbleAI","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/earonesty/api/openai-chatgpt-api/playground","OpenAI ChatGPT API","OpenAI's /chat/completions endpoint, perfectly compatible with existing tools.  

Compare to GPT3.0.  8k context limit.  Flat billing.  Way cheaper than OpenAI.   

Supports streaming.   Just replace the base_url and forget about it!","https://rapidapi.com/user/earonesty","By tactical","Updated 2 years ago","","127272ms",""
"Text Analysis","https://rapidapi.com/devstar/api/ai-paraphrasing-multilanguage/playground","AI Paraphrasing Multilanguage","Advanced multilingual paraphrasing powered with the 'AI Paraphrasing Multi-Language' API. Rewrite text in various languages while preserving original meaning using cutting-edge AI technology.","https://rapidapi.com/user/devstar","By devstar","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/nontrivialtools/api/phonetic-encoding/playground","Phonetic Encoding","A phonetic algorithm is an algorithm for indexing of words by their pronunciation. The words that are pronounced similarly are getting identical codes, which allows to use fuzzy matching across different languages and despite typos that do not affect the general pronunciations.","https://rapidapi.com/user/nontrivialtools","By Non Trivial","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/globalw/api/pdf-to-ocr/playground","PDF to OCR","The ""PDF to OCR"" API is a powerful tool that allows developers to convert regular PDF documents into PDFs with an OCR (Optical Character Recognition) layer. This API combines the functionalities of PDF processing and OCR technology to enhance the usability and accessibility of PDF files.","https://rapidapi.com/user/globalw","By globalw","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/markoborojevicpersonal/api/serbian-dictionary/playground","Serbian Dictionary","API за Српски речник у Ћирилици / Serbian dictionary API in Cyrillic","https://rapidapi.com/user/markoborojevicpersonal","By Marko Borojevic","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/shaaarplegs/api/spam-sms-detection/playground","Spam SMS detection","This API predicts extremely well whether or not an SMS is a spam or not.","https://rapidapi.com/user/shaaarplegs","By shaaarplegs","Updated 3 years ago","100%","1288ms",""
"Text Analysis","https://rapidapi.com/clustio-clustio-default/api/classify-any-webpage-with-google-cloud-natural-language/playground","Classify any Webpage with Google Cloud Natural Language","Using Google's Natural Language Processing (NLP) technology is a highly effective approach to effectively categorizing content to optimize Search Engine Optimization (SEO) and establish topical authority. By utilizing this cutting-edge technology, businesses can effectively organize and optimize their content to ensure it is easily discoverable and relevant to their target audience. This approach is highly recommended for those looking to establish a solid online presence and drive traffic to...","https://rapidapi.com/organization/clustio","By Clustio","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/paulshorey/api/spellcheck-tokenize-wordbreak/playground","spellcheck-tokenize-wordbreak","Text-analysis and spell-checking for short or long phrases. Most accurate. Uses Bing/Google to spell check. Breaks a long string of text (even without spaces) into individual words (chunking). Includes info about each word, including part of speech and root word (lemmatization). See also our thesaurus and word info APIs. DOCUMENTATION at https://wordio.co/api","https://rapidapi.com/user/paulshorey","By Wordio.co / Besta.domains","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/summarizen-summarizen-default/api/summarizen-extractive-text-summarization/playground","Summarizen - Extractive Text Summarization","Summarize articles, research papers, or even entire books using various extractive text summarization algorithms. Available in over a dozen languages (English, French, Spanish, etc.). The web application can be accessed here: https://summarizen.com/","https://rapidapi.com/organization/summarizen","By Summarizen","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/jjespinozala/api/text-part-of-speech-api/playground","Text Part of Speech API","Classified each word in a text as a noun, adjective, noun, pronoun, etc.","https://rapidapi.com/user/jjespinozala","By JJ Espinoza","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/mabdulahqamar1/api/text-emotion/playground","Text Emotion","Simple and Fast tool to detect emotion in text","https://rapidapi.com/user/mabdulahqamar1","By QNAR APIs","Updated 2 years ago","100%","601ms",""
"Text Analysis","https://rapidapi.com/nohakcoffee/api/simple-similarity/playground","Simple Similarity","Find semantic and literal similarity between two texts in a clean and fast way. That's it.","https://rapidapi.com/user/nohakcoffee","By appvoid","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/scramblr-scramblr-default/api/scramblr/playground","Scramblr","Data Protection and PII Detection API","https://rapidapi.com/organization/scramblr","By Scramblr","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/succinctly-succinctly-default/api/text-segmentation/playground","Text Segmentation","Splits a blob of text into semantically contained fragments.","https://rapidapi.com/organization/succinctly","By succinctly.ai","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/rulilg/api/text-readability1/playground","Text Readability","Analyses and returns the readability of a text.","https://rapidapi.com/user/rulilg","By RaúlLG","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/yugalsharma13/api/symptom-duration-extraction/playground","symptom-duration extraction","This API extracts the symptom(s) and their duration(s) from free text.","https://rapidapi.com/user/yugalsharma13","By Yugal Sharma","Updated 5 years ago","","",""
"Text Analysis","https://rapidapi.com/sauravmaximus/api/text-summarizer6/playground","Text Summarizer","Get a short summary of large paragraphs  in a jiffy","https://rapidapi.com/user/sauravmaximus","By sauravmaximus","Updated 2 years ago","","",""
